source,id,id_raw,tier_raw,tier,seq,title,description
cis_csc_v7.1,cis_csc_v7.1:20.7,20.7,Sub-Control,1,170,"Ensure Results from Penetration Test are Documented Using Open, Machine-readable Standards","Wherever possible, ensure that Red Team results are documented using open, machine-readable standards (e.g., SCAP). Devise a scoring method for determining the results of Red Team exercises so that results can be compared over time."
cis_csc_v7.1,cis_csc_v7.1:20.8,20.8,Sub-Control,1,171,Control and Monitor Accounts Associated with Penetration Testing,"Any user or system accounts used to perform penetration testing should be controlled and monitored to make sure they are only being used for legitimate purposes, and are removed or restored to normal function after testing is over."
cis_csc_v7.1,cis_csc_v7.1:3,3,Control,0,3,Continuous Vulnerability Management,"Continuously acquire, assess, and take action on new information in order to identify vulnerabilities, remediate, and minimize the window of opportunity for attackers."
cis_csc_v7.1,cis_csc_v7.1:3.1,3.1,Sub-Control,1,19,Run Automated Vulnerability Scanning Tools,Utilize an up-to-date Security Content Automation Protocol (SCAP) compliant vulnerability scanning tool to automatically scan all systems on the network on a weekly or more frequent basis to identify all potential vulnerabilities on the organization's systems.
cis_csc_v7.1,cis_csc_v7.1:3.2,3.2,Sub-Control,1,20,Perform Authenticated Vulnerability Scanning,Perform authenticated vulnerability scanning with agents running locally on each system or with remote scanners that are configured with elevated rights on the system being tested.
cis_csc_v7.1,cis_csc_v7.1:3.3,3.3,Sub-Control,1,21,Protect Dedicated Assessment Accounts,"Use a dedicated account for authenticated vulnerability scans, which should not be used for any other administrative activities and should be tied to specific machines at specific IP addresses."
cis_csc_v7.1,cis_csc_v7.1:3.4,3.4,Sub-Control,1,22,Deploy Automated Operating System Patch Management Tools,Deploy automated software update tools in order to ensure that the operating systems are running the most recent security updates provided by the software vendor.
cis_csc_v7.1,cis_csc_v7.1:3.5,3.5,Sub-Control,1,23,Deploy Automated Software Patch Management Tools,Deploy automated software update tools in order to ensure that third-party software on all systems is running the most recent security updates provided by the software vendor.
cis_csc_v7.1,cis_csc_v7.1:3.6,3.6,Sub-Control,1,24,Compare Back-to-Back Vulnerability Scans,Regularly compare the results from consecutive vulnerability scans to verify that vulnerabilities have been remediated in a timely manner.
cis_csc_v7.1,cis_csc_v7.1:3.7,3.7,Sub-Control,1,25,Utilize a Risk-Rating Process,Utilize a risk-rating process to prioritize the remediation of discovered vulnerabilities.
cis_csc_v7.1,cis_csc_v7.1:4,4,Control,0,4,Controlled Use of Administrative Privileges,"The processes and tools used to track/control/prevent/correct the use, assignment, and configuration of administrative privileges on computers, networks, and applications."
cis_csc_v7.1,cis_csc_v7.1:4.1,4.1,Sub-Control,1,26,Maintain Inventory of Administrative Accounts,"Use automated tools to inventory all administrative accounts, including domain and local accounts, to ensure that only authorized individuals have elevated privileges."
cis_csc_v7.1,cis_csc_v7.1:4.2,4.2,Sub-Control,1,27,Change Default Passwords,"Before deploying any new asset, change all default passwords to have values consistent with administrative level accounts."
cis_csc_v7.1,cis_csc_v7.1:4.3,4.3,Sub-Control,1,28,Ensure the Use of Dedicated Administrative Accounts,"Ensure that all users with administrative account access use a dedicated or secondary account for elevated activities. This account should only be used for administrative activities and not internet browsing, email, or similar activities."
cis_csc_v7.1,cis_csc_v7.1:4.4,4.4,Sub-Control,1,29,Use Unique Passwords,"Where multi-factor authentication is not supported (such as local administrator, root, or service accounts), accounts will use passwords that are unique to that system."
cis_csc_v7.1,cis_csc_v7.1:4.5,4.5,Sub-Control,1,30,Use Multi-Factor Authentication for All Administrative Access,Use multi-factor authentication and encrypted channels for all administrative account access.
cis_csc_v7.1,cis_csc_v7.1:4.6,4.6,Sub-Control,1,31,Use Dedicated Workstations For All Administrative Tasks,"Ensure administrators use a dedicated machine for all administrative tasks or tasks requiring administrative access. This machine will be segmented from the organization's primary network and not be allowed Internet access. This machine will not be used for reading e-mail, composing documents, or browsing the Internet."
cis_csc_v7.1,cis_csc_v7.1:4.7,4.7,Sub-Control,1,32,Limit Access to Script Tools,Limit access to scripting tools (such as Microsoft® PowerShell and Python) to only administrative or development users with the need to access those capabilities.
cis_csc_v7.1,cis_csc_v7.1:4.8,4.8,Sub-Control,1,33,Log and Alert on Changes to Administrative Group Membership,Configure systems to issue a log entry and alert when an account is added to or removed from any group assigned administrative privileges.
cis_csc_v7.1,cis_csc_v7.1:4.9,4.9,Sub-Control,1,34,Log and Alert on Unsuccessful Administrative Account Login,Configure systems to issue a log entry and alert on unsuccessful logins to an administrative account.
cis_csc_v7.1,cis_csc_v7.1:5,5,Control,0,5,"Secure Configuration for Hardware and Software on Mobile Devices, Laptops, Workstations and Servers","Establish, implement, and actively manage (track, report on, correct) the security configuration of mobile devices, laptops, servers, and workstations using a rigorous configuration management and change control process in order to prevent attackers from exploiting vulnerable services and settings."
cis_csc_v7.1,cis_csc_v7.1:5.1,5.1,Sub-Control,1,35,Establish Secure Configurations,Maintain documented security configuration standards for all authorized operating systems and software.
cis_csc_v7.1,cis_csc_v7.1:5.2,5.2,Sub-Control,1,36,Maintain Secure Images,Maintain secure images or templates for all systems in the enterprise based on the organization's approved configuration standards. Any new system deployment or existing system that becomes compromised should be imaged using one of those images or templates.
cis_csc_v7.1,cis_csc_v7.1:5.3,5.3,Sub-Control,1,37,Securely Store Master Images,"Store the master images and templates on securely configured servers, validated with integrity monitoring tools, to ensure that only authorized changes to the images are possible."
cis_csc_v7.1,cis_csc_v7.1:5.4,5.4,Sub-Control,1,38,Deploy System Configuration Management Tools,Deploy system configuration management tools that will automatically enforce and redeploy configuration settings to systems at regularly scheduled intervals.
cis_csc_v7.1,cis_csc_v7.1:5.5,5.5,Sub-Control,1,39,Implement Automated Configuration Monitoring Systems,"Utilize a Security Content Automation Protocol (SCAP) compliant configuration monitoring system to verify all security configuration elements, catalog approved exceptions, and alert when unauthorized changes occur."
cis_csc_v7.1,cis_csc_v7.1:6,6,Control,0,6,"Maintenance, Monitoring and Analysis of Audit Logs","Collect, manage, and analyze audit logs of events that could help detect, understand, or recover from an attack."
cis_csc_v7.1,cis_csc_v7.1:6.1,6.1,Sub-Control,1,40,Utilize Three Synchronized Time Sources,Use at least three synchronized time sources from which all servers and network devices retrieve time information on a regular basis so that timestamps in logs are consistent.
cis_csc_v7.1,cis_csc_v7.1:6.2,6.2,Sub-Control,1,41,Activate Audit Logging,Ensure that local logging has been enabled on all systems and networking devices.
cis_csc_v7.1,cis_csc_v7.1:6.3,6.3,Sub-Control,1,42,Enable Detailed Logging,"Enable system logging to include detailed information such as a event source, date, user, timestamp, source addresses, destination addresses, and other useful elements."
cis_csc_v7.1,cis_csc_v7.1:6.4,6.4,Sub-Control,1,43,Ensure Adequate Storage for Logs,Ensure that all systems that store logs have adequate storage space for the logs generated.
cis_csc_v7.1,cis_csc_v7.1:6.5,6.5,Sub-Control,1,44,Central Log Management,Ensure that appropriate logs are being aggregated to a central log management system for analysis and review.
cis_csc_v7.1,cis_csc_v7.1:6.6,6.6,Sub-Control,1,45,Deploy SIEM or Log Analytic Tools,Deploy Security Information and Event Management (SIEM) or log analytic tool for log correlation and analysis.
cis_csc_v7.1,cis_csc_v7.1:6.7,6.7,Sub-Control,1,46,Regularly Review Logs,"On a regular basis, review logs to identify anomalies or abnormal events."
cis_csc_v7.1,cis_csc_v7.1:6.8,6.8,Sub-Control,1,47,Regularly Tune SIEM,"On a regular basis, tune your SIEM system to better identify actionable events and decrease event noise."
cis_csc_v7.1,cis_csc_v7.1:7,7,Control,0,7,Email and Web Browser Protections,Minimize the attack surface and the opportunities for attackers to manipulate human behavior though their interaction with web browsers and email systems.
cis_csc_v7.1,cis_csc_v7.1:7.1,7.1,Sub-Control,1,48,Ensure Use of Only Fully Supported Browsers and Email Clients,"Ensure that only fully supported web browsers and email clients are allowed to execute in the organization, ideally only using the latest version of the browsers and email clients provided by the vendor."
